Date,S&P500,Bond Rate
7/13/2012,1356.78,0.095
7/12/2012,1334.76,0.09
7/11/2012,1341.45,0.09
7/10/2012,1341.47,0.07
7/9/2012,1352.46,0.07
7/6/2012,1354.68,0.075
7/5/2012,1367.58,0.075
7/3/2012,1374.02,0.07
7/2/2012,1365.51,0.08
6/29/2012,1362.16,0.075
6/28/2012,1329.04,0.08
6/27/2012,1331.85,0.095
6/26/2012,1319.99,0.075
6/25/2012,1313.72,0.075
6/22/2012,1335.02,0.075
6/21/2012,1325.51,0.08
6/20/2012,1355.69,0.09
6/19/2012,1357.98,0.075
6/18/2012,1344.78,0.085
6/15/2012,1342.84,0.095
6/14/2012,1329.10,0.09
6/13/2012,1314.88,0.09
6/12/2012,1324.18,0.075
6/11/2012,1308.93,0.08
6/8/2012,1325.66,0.08
6/7/2012,1314.99,0.08
6/6/2012,1315.13,0.08
6/5/2012,1285.50,0.065
6/4/2012,1278.18,0.065
6/1/2012,1278.04,0.06
5/31/2012,1310.33,0.065
5/30/2012,1313.32,0.075
5/29/2012,1332.42,0.08
5/25/2012,1317.82,0.09
5/24/2012,1320.68,0.08
5/23/2012,1318.86,0.085
5/22/2012,1316.63,0.06
5/21/2012,1315.99,0.075
5/18/2012,1295.22,0.09
5/17/2012,1304.86,0.095
5/16/2012,1324.80,0.09
5/15/2012,1330.66,0.085
5/14/2012,1338.35,0.09
5/11/2012,1353.39,0.09
5/10/2012,1357.99,0.09
5/9/2012,1354.58,0.09
5/8/2012,1363.72,0.075
5/7/2012,1369.58,0.07
5/4/2012,1369.10,0.075
5/3/2012,1391.57,0.08
5/2/2012,1402.31,0.085
5/1/2012,1405.82,0.09
4/30/2012,1397.91,0.085
4/27/2012,1403.36,0.085
4/26/2012,1399.98,0.085
4/25/2012,1390.69,0.08
4/24/2012,1371.97,0.07
4/23/2012,1366.94,0.065
4/20/2012,1378.53,0.065
4/19/2012,1376.92,0.065
4/18/2012,1385.14,0.075
4/17/2012,1390.78,0.075
4/16/2012,1369.57,0.08
4/13/2012,1370.26,0.085
4/12/2012,1387.57,0.085
4/11/2012,1368.71,0.085
4/10/2012,1358.59,0.075
4/9/2012,1382.20,0.07
4/5/2012,1398.08,0.07
4/4/2012,1398.96,0.075
4/3/2012,1413.38,0.06
4/2/2012,1419.04,0.065
3/30/2012,1408.47,0.055
3/29/2012,1403.28,0.075
3/28/2012,1405.54,0.08
3/27/2012,1412.52,0.07
3/26/2012,1416.51,0.07
3/23/2012,1397.11,0.07
3/22/2012,1392.78,0.085
3/21/2012,1402.89,0.095
3/20/2012,1405.52,0.075
3/19/2012,1409.75,0.08
3/16/2012,1404.17,0.075
3/15/2012,1402.60,0.08
3/14/2012,1394.28,0.08
3/13/2012,1395.95,0.075
3/12/2012,1371.09,0.08
3/9/2012,1370.87,0.075
3/8/2012,1365.91,0.075
3/7/2012,1352.63,0.07
3/6/2012,1343.36,0.06
3/5/2012,1364.33,0.06
3/2/2012,1369.63,0.07
3/1/2012,1374.09,0.075
2/29/2012,1365.68,0.095
2/28/2012,1372.18,0.1
2/27/2012,1367.59,0.09
2/24/2012,1365.74,0.085
2/23/2012,1363.46,0.08
2/22/2012,1357.66,0.07
2/21/2012,1362.21,0.075
2/17/2012,1361.23,0.095
2/16/2012,1358.04,0.105
2/15/2012,1343.23,0.11
2/14/2012,1350.50,0.095
2/13/2012,1351.77,0.08
2/10/2012,1342.64,0.085
2/9/2012,1351.95,0.075
2/8/2012,1349.96,0.08
2/7/2012,1347.05,0.065
2/6/2012,1344.33,0.07
2/3/2012,1344.90,0.075
2/2/2012,1325.54,0.055
2/1/2012,1324.09,0.055
1/31/2012,1312.41,0.045
1/30/2012,1313.01,0.05
1/27/2012,1316.33,0.045
1/26/2012,1318.43,0.035
1/25/2012,1326.06,0.035
1/24/2012,1314.65,0.035
1/23/2012,1316.00,0.04
1/20/2012,1315.38,0.04
1/19/2012,1314.50,0.025
1/18/2012,1308.04,0.02
1/17/2012,1293.67,0.02
1/13/2012,1289.09,0.02
1/12/2012,1295.50,0.015
1/11/2012,1292.48,0.01
1/10/2012,1292.08,0.005
1/9/2012,1280.70,0.015
1/6/2012,1277.81,0.01
1/5/2012,1281.06,0.01
1/4/2012,1277.30,0.005
1/3/2012,1277.06,0.005
12/30/2011,1257.60,0.005
12/29/2011,1263.02,0.005
12/28/2011,1249.64,0.005
12/27/2011,1265.43,0.005
12/23/2011,1265.33,0.005
12/22/2011,1254.00,0.005
12/21/2011,1243.72,0.005
12/20/2011,1241.30,0.005
12/19/2011,1205.35,0.005
12/16/2011,1219.66,0.005
12/15/2011,1215.75,0.005
12/14/2011,1211.82,0.005
12/13/2011,1225.73,0.005
12/12/2011,1236.47,0.005
12/9/2011,1255.19,0.005
12/8/2011,1234.35,0.005
12/7/2011,1261.01,0.005
12/6/2011,1258.47,0.015
12/5/2011,1257.08,0.015
12/2/2011,1244.28,0.015
12/1/2011,1244.58,0.015
11/30/2011,1246.96,0.015
11/29/2011,1195.19,0.01
11/28/2011,1192.55,0.005
11/25/2011,1158.67,0.015
11/23/2011,1161.79,0.015
11/22/2011,1188.04,0.005
11/21/2011,1192.98,0.005
11/18/2011,1215.65,0.005
11/17/2011,1216.13,0.005
11/16/2011,1236.91,0.01
11/15/2011,1257.81,0.005
11/14/2011,1251.78,0.005
11/11/2011,1263.85,0.005
11/10/2011,1239.70,0.005
11/9/2011,1229.10,0.005
11/8/2011,1275.92,0.005
11/7/2011,1261.12,0.005
11/4/2011,1253.23,0.005
11/3/2011,1261.15,0.005
11/2/2011,1237.90,0.005
11/1/2011,1218.28,0.005
10/31/2011,1253.30,0.01
10/28/2011,1285.09,0.01
10/27/2011,1284.59,0.015
10/26/2011,1242.00,0.015
10/25/2011,1229.05,0.005
10/24/2011,1254.19,0.015
10/21/2011,1238.25,0.015
10/20/2011,1215.39,0.02
10/19/2011,1209.88,0.025
10/18/2011,1225.38,0.02
10/17/2011,1200.86,0.015
10/14/2011,1224.58,0.015
10/13/2011,1203.66,0.015
10/12/2011,1207.25,0.005
10/11/2011,1195.54,0.005
10/10/2011,1194.89,0.005
10/7/2011,1155.46,0.005
10/6/2011,1164.97,0.005
10/5/2011,1144.03,0.005
10/4/2011,1123.95,0.02
10/3/2011,1099.23,0.01
9/30/2011,1131.42,0.01
9/29/2011,1160.40,0.01
9/28/2011,1151.06,0.01
9/27/2011,1175.38,0.005
9/26/2011,1162.95,0.005
9/23/2011,1136.43,0.005
9/22/2011,1129.56,0.005
9/21/2011,1166.76,0.005
9/20/2011,1202.09,0.005
9/19/2011,1204.09,0.005
9/16/2011,1216.01,0.005
9/15/2011,1209.11,0.005
9/14/2011,1188.68,0.005
9/13/2011,1172.87,0.005
9/12/2011,1162.27,0.005
9/9/2011,1154.23,0.01
9/8/2011,1185.90,0.015
9/7/2011,1198.62,0.015
9/6/2011,1165.24,0.015
9/2/2011,1173.97,0.01
9/1/2011,1204.42,0.015
8/31/2011,1218.89,0.015
8/30/2011,1212.92,0.005
8/29/2011,1210.08,0.01
8/26/2011,1176.80,0.01
8/25/2011,1159.27,0.01
8/24/2011,1177.60,0.005
8/23/2011,1162.35,0.005
8/22/2011,1123.82,0.01
8/19/2011,1123.53,0.01
8/18/2011,1140.65,0.005
8/17/2011,1193.89,0.02
8/16/2011,1192.76,0.005
8/15/2011,1204.49,0.005
8/12/2011,1178.81,0.01
8/11/2011,1172.64,0.015
8/10/2011,1120.76,0.03
8/9/2011,1172.53,0.015
8/8/2011,1119.46,0.01
8/5/2011,1199.38,0.01
8/4/2011,1200.07,0.01
8/3/2011,1260.34,0.05
8/2/2011,1254.05,0.075
8/1/2011,1286.94,0.09
7/29/2011,1292.28,0.065
7/28/2011,1300.67,0.07
7/27/2011,1304.89,0.065
7/26/2011,1331.94,0.035
7/25/2011,1337.43,0.03
7/22/2011,1345.02,0.035
7/21/2011,1343.80,0.02
7/20/2011,1325.84,0.025
7/19/2011,1326.73,0.005
7/18/2011,1305.44,0.005
7/15/2011,1316.14,0.005
7/14/2011,1308.87,0.005
7/13/2011,1317.72,0.03
7/12/2011,1313.64,0.015
7/11/2011,1319.49,0.02
7/8/2011,1343.80,0.02
7/7/2011,1353.22,0.005
7/6/2011,1339.22,0.01
7/5/2011,1337.88,0.01
7/1/2011,1339.67,0.015
6/30/2011,1320.64,0.02
6/29/2011,1307.41,0.025
6/28/2011,1296.67,0.015
6/27/2011,1280.10,0.01
6/24/2011,1268.45,0.005
6/23/2011,1283.50,0.01
6/22/2011,1287.14,0.02
6/21/2011,1295.52,0.015
6/20/2011,1278.36,0.025
6/17/2011,1271.50,0.035
6/16/2011,1267.64,0.045
6/15/2011,1265.42,0.05
6/14/2011,1287.87,0.04
6/13/2011,1271.83,0.035
6/10/2011,1270.98,0.04
6/9/2011,1289.00,0.035
6/8/2011,1279.56,0.04
6/7/2011,1284.94,0.03
6/6/2011,1286.17,0.03
6/3/2011,1300.16,0.035
6/2/2011,1312.94,0.04
6/1/2011,1314.55,0.04
5/31/2011,1345.20,0.035
5/27/2011,1331.10,0.045
5/26/2011,1325.69,0.045
5/25/2011,1320.47,0.05
5/24/2011,1316.28,0.045
5/23/2011,1317.37,0.04
5/20/2011,1333.27,0.04
5/19/2011,1343.60,0.04
5/18/2011,1340.68,0.035
5/17/2011,1328.98,0.02
5/16/2011,1329.47,0.02
5/13/2011,1337.77,0.02
5/12/2011,1348.65,0.02
5/11/2011,1342.08,0.025
5/10/2011,1357.16,0.005
5/9/2011,1346.29,0.005
5/6/2011,1340.20,0.01
5/5/2011,1335.10,0.02
5/4/2011,1347.32,0.025
5/3/2011,1356.62,0.03
5/2/2011,1361.22,0.04
4/29/2011,1363.61,0.035
4/28/2011,1360.48,0.05
4/27/2011,1355.66,0.055
4/26/2011,1347.24,0.045
4/25/2011,1335.25,0.045
4/21/2011,1337.38,0.055
4/20/2011,1330.36,0.055
4/19/2011,1312.62,0.055
4/18/2011,1305.14,0.06
4/15/2011,1319.68,0.065
4/14/2011,1314.52,0.05
4/13/2011,1314.41,0.045
4/12/2011,1314.16,0.035
4/11/2011,1324.46,0.035
4/8/2011,1328.17,0.035
4/7/2011,1333.51,0.05
4/6/2011,1335.54,0.065
4/5/2011,1332.63,0.035
4/4/2011,1332.87,0.055
4/1/2011,1332.41,0.09
3/31/2011,1325.83,0.095
3/30/2011,1328.26,0.095
3/29/2011,1319.44,0.08
3/28/2011,1310.19,0.08
3/25/2011,1313.80,0.08
3/24/2011,1309.66,0.085
3/23/2011,1297.54,0.09
3/22/2011,1293.77,0.07
3/21/2011,1298.38,0.065
3/18/2011,1279.21,0.07
3/17/2011,1273.72,0.085
3/16/2011,1256.88,0.095
3/15/2011,1281.87,0.075
3/14/2011,1296.39,0.07
3/11/2011,1304.28,0.065
3/10/2011,1295.11,0.095
3/9/2011,1320.02,0.105
3/8/2011,1321.82,0.1
3/7/2011,1310.13,0.11
3/4/2011,1321.15,0.125
3/3/2011,1330.97,0.12
3/2/2011,1308.44,0.13
3/1/2011,1306.33,0.135
2/28/2011,1327.22,0.125
2/25/2011,1319.88,0.12
2/24/2011,1306.10,0.115
2/23/2011,1307.40,0.1
2/22/2011,1315.44,0.09
2/18/2011,1343.01,0.09
2/17/2011,1340.43,0.11
2/16/2011,1336.32,0.125
2/15/2011,1328.01,0.11
2/14/2011,1332.32,0.11
2/11/2011,1329.15,0.11
2/10/2011,1321.87,0.13
2/9/2011,1320.88,0.145
2/8/2011,1324.57,0.14
2/7/2011,1319.05,0.145
2/4/2011,1310.87,0.145
2/3/2011,1307.10,0.15
2/2/2011,1304.03,0.15
2/1/2011,1307.59,0.145
1/31/2011,1286.12,0.135
1/28/2011,1276.34,0.14
1/27/2011,1299.54,0.155
1/26/2011,1296.63,0.15
1/25/2011,1291.18,0.15
1/24/2011,1290.84,0.15
1/21/2011,1283.35,0.155
1/20/2011,1280.26,0.155
1/19/2011,1281.92,0.145
1/18/2011,1295.02,0.145
1/14/2011,1293.24,0.14
1/13/2011,1283.76,0.145
1/12/2011,1285.96,0.145
1/11/2011,1274.48,0.135
1/10/2011,1269.75,0.135
1/7/2011,1271.50,0.14
1/6/2011,1273.85,0.135
1/5/2011,1276.56,0.135
1/4/2011,1270.20,0.12
1/3/2011,1271.87,0.115
12/31/2010,1257.64,0.11
12/30/2010,1257.88,0.125
12/29/2010,1259.78,0.14
12/28/2010,1258.51,0.12
12/27/2010,1257.54,0.13
12/23/2010,1256.77,0.13
12/22/2010,1258.84,0.13
12/21/2010,1254.60,0.1
12/20/2010,1247.08,0.105
12/17/2010,1243.91,0.125
12/16/2010,1242.87,0.135
12/15/2010,1235.23,0.135
12/14/2010,1241.59,0.12
12/13/2010,1240.46,0.115
12/10/2010,1240.40,0.135
12/9/2010,1233.00,0.135
12/8/2010,1228.28,0.14
12/7/2010,1223.75,0.125
12/6/2010,1223.12,0.13
12/3/2010,1224.71,0.145
12/2/2010,1221.53,0.155
12/1/2010,1206.07,0.16
11/30/2010,1180.55,0.155
11/29/2010,1187.76,0.155
11/26/2010,1189.40,0.15
11/24/2010,1198.35,0.14
11/23/2010,1180.73,0.125
11/22/2010,1197.84,0.13
11/19/2010,1199.73,0.135
11/18/2010,1196.69,0.135
11/17/2010,1178.59,0.135
11/16/2010,1178.34,0.13
11/15/2010,1197.75,0.125
11/12/2010,1199.21,0.125
11/11/2010,1213.54,0.125
11/10/2010,1218.71,0.125
11/9/2010,1213.40,0.11
11/8/2010,1223.25,0.12
11/5/2010,1225.85,0.115
11/4/2010,1221.06,0.12
11/3/2010,1197.96,0.125
11/2/2010,1193.57,0.105
11/1/2010,1184.38,0.11
10/29/2010,1183.26,0.125
10/28/2010,1183.78,0.13
10/27/2010,1182.45,0.13
10/26/2010,1185.64,0.115
10/25/2010,1185.62,0.12
10/22/2010,1183.08,0.12
10/21/2010,1180.26,0.135
10/20/2010,1178.17,0.135
10/19/2010,1165.90,0.135
10/18/2010,1184.71,0.135
10/15/2010,1176.19,0.135
10/14/2010,1173.81,0.13
10/13/2010,1178.10,0.115
10/12/2010,1169.77,0.115
10/11/2010,1165.32,0.115
10/8/2010,1165.15,0.115
10/7/2010,1158.06,0.115
10/6/2010,1159.97,0.145
10/5/2010,1160.75,0.15
10/4/2010,1137.03,0.155
10/1/2010,1146.24,0.155
9/30/2010,1141.20,0.15
9/29/2010,1144.73,0.13
9/28/2010,1147.70,0.14
9/27/2010,1142.16,0.15
9/24/2010,1148.67,0.155
9/23/2010,1124.83,0.155
9/22/2010,1134.28,0.15
9/21/2010,1139.78,0.145
9/20/2010,1142.71,0.15
9/17/2010,1125.59,0.15
9/16/2010,1124.66,0.145
9/15/2010,1125.07,0.135
9/14/2010,1121.10,0.135
9/13/2010,1121.90,0.135
9/10/2010,1109.55,0.13
9/9/2010,1104.18,0.12
9/8/2010,1098.87,0.125
9/7/2010,1091.84,0.125
9/3/2010,1104.51,0.13
9/2/2010,1090.10,0.135
9/1/2010,1080.29,0.13
8/31/2010,1049.33,0.14
8/30/2010,1048.92,0.145
8/27/2010,1064.59,0.15
8/26/2010,1047.22,0.155
8/25/2010,1055.33,0.15
8/24/2010,1051.87,0.145
8/23/2010,1067.36,0.145
8/20/2010,1071.69,0.15
8/19/2010,1075.63,0.155
8/18/2010,1094.16,0.15
8/17/2010,1092.54,0.145
8/16/2010,1079.38,0.15
8/13/2010,1079.25,0.145
8/12/2010,1083.61,0.145
8/11/2010,1089.47,0.14
8/10/2010,1121.06,0.14
8/9/2010,1127.79,0.14
8/6/2010,1121.64,0.145
8/5/2010,1125.81,0.15
8/4/2010,1127.24,0.14
8/3/2010,1120.46,0.14
8/2/2010,1125.86,0.145
7/30/2010,1101.60,0.145
7/29/2010,1101.53,0.15
7/28/2010,1106.13,0.145
7/27/2010,1113.84,0.145
7/26/2010,1115.01,0.145
7/23/2010,1102.66,0.15
7/22/2010,1093.67,0.15
7/21/2010,1069.59,0.145
7/20/2010,1083.48,0.145
7/19/2010,1071.25,0.145
7/16/2010,1064.88,0.145
7/15/2010,1096.48,0.145
7/14/2010,1095.17,0.14
7/13/2010,1095.34,0.145
7/12/2010,1078.75,0.145
7/9/2010,1077.96,0.155
7/8/2010,1070.25,0.16
7/7/2010,1060.27,0.16
7/6/2010,1028.06,0.165
7/2/2010,1022.58,0.17
7/1/2010,1027.37,0.16
6/30/2010,1030.71,0.135
6/29/2010,1041.24,0.125
6/28/2010,1074.57,0.125
6/25/2010,1076.76,0.12
6/24/2010,1073.69,0.125
6/23/2010,1092.04,0.105
6/22/2010,1095.31,0.095
6/21/2010,1113.20,0.09
6/18/2010,1117.51,0.09
6/17/2010,1116.04,0.08
6/16/2010,1114.61,0.055
6/15/2010,1115.23,0.07
6/14/2010,1089.63,0.085
6/11/2010,1091.60,0.095
6/10/2010,1086.84,0.11
6/9/2010,1055.69,0.105
6/8/2010,1062.00,0.12
6/7/2010,1050.47,0.13
6/4/2010,1064.88,0.145
6/3/2010,1102.83,0.145
6/2/2010,1098.38,0.15
6/1/2010,1070.71,0.16
5/28/2010,1089.41,0.16
5/27/2010,1103.06,0.16
5/26/2010,1067.95,0.15
5/25/2010,1074.03,0.15
5/24/2010,1073.65,0.155
5/21/2010,1087.69,0.165
5/20/2010,1071.59,0.165
5/19/2010,1115.05,0.15
5/18/2010,1120.80,0.145
5/17/2010,1136.94,0.155
5/14/2010,1135.68,0.15
5/13/2010,1157.44,0.15
5/12/2010,1171.67,0.145
5/11/2010,1155.79,0.12
5/10/2010,1159.73,0.1
5/7/2010,1110.88,0.145
5/6/2010,1128.15,0.155
5/5/2010,1165.87,0.16
5/4/2010,1173.60,0.155
5/3/2010,1202.26,0.16
4/30/2010,1186.69,0.155
4/29/2010,1206.78,0.145
4/28/2010,1191.36,0.15
4/27/2010,1183.71,0.155
4/26/2010,1212.05,0.15
4/23/2010,1217.28,0.145
4/22/2010,1208.67,0.145
4/21/2010,1205.94,0.15
4/20/2010,1207.17,0.15
4/19/2010,1197.52,0.15
4/16/2010,1192.13,0.155
4/15/2010,1211.67,0.15
4/14/2010,1210.65,0.135
4/13/2010,1197.30,0.15
4/12/2010,1196.48,0.155
4/9/2010,1194.37,0.16
4/8/2010,1186.44,0.165
4/7/2010,1182.45,0.16
4/6/2010,1189.44,0.15
4/5/2010,1187.44,0.15
4/1/2010,1178.10,0.15
3/31/2010,1169.43,0.125
3/30/2010,1173.27,0.13
3/29/2010,1173.22,0.13
3/26/2010,1166.59,0.135
3/25/2010,1165.73,0.13
3/24/2010,1167.72,0.14
3/23/2010,1174.17,0.145
3/22/2010,1165.81,0.145
3/19/2010,1159.90,0.15
3/18/2010,1165.83,0.155
3/17/2010,1166.21,0.145
3/16/2010,1159.46,0.14
3/15/2010,1150.51,0.145
3/12/2010,1149.99,0.145
3/11/2010,1150.24,0.15
3/10/2010,1145.61,0.145
3/9/2010,1140.45,0.145
3/8/2010,1138.50,0.135
3/5/2010,1138.70,0.135
3/4/2010,1122.97,0.125
3/3/2010,1118.79,0.12
3/2/2010,1118.31,0.115
3/1/2010,1115.71,0.115
2/26/2010,1104.49,0.11
2/25/2010,1102.94,0.115
2/24/2010,1105.24,0.085
2/23/2010,1094.60,0.095
2/22/2010,1108.01,0.085
2/19/2010,1109.17,0.09
2/18/2010,1106.75,0.085
2/17/2010,1099.51,0.09
2/16/2010,1094.87,0.095
2/12/2010,1075.51,0.1
2/11/2010,1078.47,0.1
2/10/2010,1068.13,0.09
2/9/2010,1070.52,0.085
2/8/2010,1056.74,0.085
2/5/2010,1066.19,0.09
2/4/2010,1063.11,0.09
2/3/2010,1097.28,0.085
2/2/2010,1103.32,0.07
2/1/2010,1089.19,0.07
1/29/2010,1073.87,0.07
1/28/2010,1084.53,0.065
1/27/2010,1097.50,0.045
1/26/2010,1092.17,0.045
1/25/2010,1096.78,0.04
1/22/2010,1091.76,0.05
1/21/2010,1116.48,0.05
1/20/2010,1138.04,0.055
1/19/2010,1150.23,0.045
1/15/2010,1136.03,0.05
1/14/2010,1148.46,0.04
1/13/2010,1145.68,0.025
1/12/2010,1136.22,0.04
1/11/2010,1146.98,0.045
1/8/2010,1144.98,0.045
1/7/2010,1141.69,0.06
1/6/2010,1137.14,0.055
1/5/2010,1136.52,0.05
1/4/2010,1132.99,0.04
12/31/2009,1115.10,0.095
12/30/2009,1126.42,0.055
12/29/2009,1126.20,0.04
12/28/2009,1127.78,0.055
12/24/2009,1126.48,0.07
12/23/2009,1120.59,0.045
12/22/2009,1118.02,0.04
12/21/2009,1114.05,0.04
12/18/2009,1102.47,0.035
12/17/2009,1096.08,0.04
12/16/2009,1109.18,0.02
12/15/2009,1107.93,0.02
12/14/2009,1114.11,0.025
12/11/2009,1106.41,0.025
12/10/2009,1102.35,0.025
12/9/2009,1095.95,0.015
12/8/2009,1091.94,0.04
12/7/2009,1103.25,0.04
12/4/2009,1105.98,0.04
12/3/2009,1099.92,0.05
12/2/2009,1109.24,0.05
12/1/2009,1108.86,0.025
11/30/2009,1095.63,0.04
11/27/2009,1091.49,0.04
11/25/2009,1110.63,0.02
11/24/2009,1105.65,0.01
11/23/2009,1106.24,0.005
11/20/2009,1091.38,0.03
11/19/2009,1094.90,0.055
11/18/2009,1109.80,0.055
11/17/2009,1110.32,0.055
11/16/2009,1109.30,0.055
11/13/2009,1093.48,0.06
11/12/2009,1087.24,0.06
11/11/2009,1098.51,0.045
11/10/2009,1093.01,0.045
11/9/2009,1093.08,0.035
11/6/2009,1069.30,0.045
11/5/2009,1066.63,0.05
11/4/2009,1046.50,0.04
11/3/2009,1045.41,0.045
11/2/2009,1042.88,0.05
10/30/2009,1036.19,0.06
10/29/2009,1066.11,0.07
10/28/2009,1042.63,0.05
10/27/2009,1063.41,0.05
10/26/2009,1066.95,0.05
10/23/2009,1079.60,0.065
10/22/2009,1092.91,0.075
10/21/2009,1081.40,0.06
10/20/2009,1091.06,0.06
10/19/2009,1097.91,0.055
10/16/2009,1087.68,0.065
10/15/2009,1096.56,0.06
10/14/2009,1092.02,0.06
10/13/2009,1073.19,0.065
10/12/2009,1076.19,0.06
10/9/2009,1071.49,0.06
10/8/2009,1065.48,0.07
10/7/2009,1057.58,0.09
10/6/2009,1054.72,0.09
10/5/2009,1040.46,0.095
10/2/2009,1025.21,0.115
10/1/2009,1029.85,0.12
9/30/2009,1057.08,0.09
9/29/2009,1060.61,0.09
9/28/2009,1062.98,0.09
9/25/2009,1044.38,0.095
9/24/2009,1050.78,0.095
9/23/2009,1060.87,0.09
9/22/2009,1071.66,0.08
9/21/2009,1064.66,0.095
9/18/2009,1068.30,0.095
9/17/2009,1065.49,0.125
9/16/2009,1068.76,0.13
9/15/2009,1052.63,0.135
9/14/2009,1049.34,0.135
9/11/2009,1042.73,0.135
9/10/2009,1044.14,0.125
9/9/2009,1033.37,0.125
9/8/2009,1025.39,0.125
9/4/2009,1016.40,0.13
9/3/2009,1003.24,0.13
9/2/2009,994.75,0.13
9/1/2009,998.04,0.13
8/31/2009,1020.62,0.14
8/28/2009,1028.93,0.145
8/27/2009,1030.98,0.155
8/26/2009,1028.12,0.155
8/25/2009,1028.00,0.16
8/24/2009,1025.57,0.16
8/21/2009,1026.13,0.165
8/20/2009,1007.37,0.175
8/19/2009,996.46,0.17
8/18/2009,989.67,0.17
8/17/2009,979.73,0.165
8/14/2009,1004.09,0.17
8/13/2009,1012.73,0.18
8/12/2009,1005.81,0.16
8/11/2009,994.35,0.17
8/10/2009,1007.10,0.17
8/7/2009,1010.48,0.175
8/6/2009,997.08,0.175
8/5/2009,1002.72,0.175
8/4/2009,1005.65,0.175
8/3/2009,1002.63,0.175
7/31/2009,987.48,0.175
7/30/2009,986.75,0.185
7/29/2009,975.15,0.18
7/28/2009,979.62,0.18
7/27/2009,982.18,0.18
7/24/2009,979.26,0.18
7/23/2009,976.29,0.18
7/22/2009,954.07,0.16
7/21/2009,954.58,0.165
7/20/2009,951.13,0.165
7/17/2009,940.38,0.175
7/16/2009,940.74,0.175
7/15/2009,932.68,0.17
7/14/2009,905.84,0.165
7/13/2009,901.05,0.175
7/10/2009,879.13,0.175
7/9/2009,882.68,0.18
7/8/2009,879.56,0.155
7/7/2009,881.03,0.155
7/6/2009,898.72,0.165
7/2/2009,896.42,0.18
7/1/2009,923.33,0.16
6/30/2009,919.32,0.175
6/29/2009,927.23,0.165
6/26/2009,918.90,0.18
6/25/2009,920.26,0.195
6/24/2009,900.94,0.185
6/23/2009,895.10,0.17
6/22/2009,893.04,0.17
6/19/2009,921.23,0.165
6/18/2009,918.37,0.165
6/17/2009,910.71,0.155
6/16/2009,911.97,0.165
6/15/2009,923.72,0.17
6/12/2009,946.21,0.175
6/11/2009,944.89,0.175
6/10/2009,939.15,0.17
6/9/2009,942.43,0.18
6/8/2009,939.14,0.135
6/5/2009,940.09,0.13
6/4/2009,942.46,0.13
6/3/2009,931.76,0.085
6/2/2009,944.74,0.13
6/1/2009,942.87,0.135
5/29/2009,919.14,0.16
5/28/2009,906.83,0.165
5/27/2009,893.06,0.175
5/26/2009,910.33,0.175
5/22/2009,887.00,0.17
5/21/2009,888.33,0.175
5/20/2009,903.47,0.16
5/19/2009,908.13,0.155
5/18/2009,909.71,0.155
5/15/2009,882.88,0.17
5/14/2009,893.07,0.18
5/13/2009,883.92,0.155
5/12/2009,908.35,0.165
5/11/2009,909.24,0.18
5/8/2009,929.23,0.18
5/7/2009,907.39,0.175
5/6/2009,919.53,0.175
5/5/2009,903.80,0.145
5/4/2009,907.24,0.125
5/1/2009,877.52,0.095
4/30/2009,872.81,0.12
4/29/2009,873.64,0.09
4/28/2009,855.16,0.095
4/27/2009,857.51,0.095
4/24/2009,866.23,0.135
4/23/2009,851.92,0.14
4/22/2009,843.55,0.12
4/21/2009,850.08,0.13
4/20/2009,832.39,0.125
4/17/2009,869.60,0.14
4/16/2009,865.30,0.165
4/15/2009,852.06,0.17
4/14/2009,841.50,0.175
4/13/2009,858.73,0.18
4/9/2009,856.56,0.19
4/8/2009,825.16,0.185
4/7/2009,815.55,0.2
4/6/2009,835.48,0.19
4/3/2009,842.50,0.21
4/2/2009,834.38,0.2
4/1/2009,811.08,0.12
3/31/2009,797.87,0.125
3/30/2009,787.53,0.14
3/27/2009,815.94,0.185
3/26/2009,832.86,0.205
3/25/2009,813.88,0.19
3/24/2009,806.12,0.2
3/23/2009,822.92,0.19
3/20/2009,768.54,0.205
3/19/2009,784.04,0.225
3/18/2009,794.35,0.22
3/17/2009,778.12,0.19
3/16/2009,753.89,0.2
3/13/2009,756.55,0.22
3/12/2009,750.74,0.235
3/11/2009,721.36,0.2
3/10/2009,719.60,0.185
3/9/2009,676.53,0.2
3/6/2009,683.38,0.25
3/5/2009,682.55,0.265
3/4/2009,712.87,0.23
3/3/2009,696.33,0.25
3/2/2009,700.82,0.265
2/27/2009,735.09,0.295
2/26/2009,752.83,0.295
2/25/2009,764.90,0.27
2/24/2009,773.14,0.265
2/23/2009,743.33,0.3
2/20/2009,770.05,0.3
2/19/2009,778.94,0.285
2/18/2009,788.42,0.29
2/17/2009,789.17,0.285
2/13/2009,826.84,0.3
2/12/2009,835.19,0.305
2/11/2009,833.74,0.275
2/10/2009,827.16,0.27
2/9/2009,869.89,0.27
2/6/2009,868.60,0.29
2/5/2009,845.85,0.31
2/4/2009,832.23,0.245
2/3/2009,838.51,0.22
2/2/2009,825.44,0.22
1/30/2009,825.88,0.18
1/29/2009,845.14,0.13
1/28/2009,874.09,0.1
1/27/2009,845.71,0.09
1/26/2009,836.57,0.1
1/23/2009,831.95,0.11
1/22/2009,827.50,0.1
1/21/2009,840.24,0.115
1/20/2009,805.22,0.1
1/16/2009,850.12,0.11
1/15/2009,843.74,0.105
1/14/2009,842.62,0.065
1/13/2009,871.79,0.065
