Date,S&P500,Bond Rate
1/5/2016,2016.71,0.155
1/4/2016,2012.66,0.148
12/31/2015,2043.94,0.195
12/30/2015,2063.36,0.215
12/29/2015,2078.36,0.19
12/28/2015,2056.50,0.183
12/24/2015,2060.99,0.19
12/23/2015,2064.29,0.193
12/22/2015,2038.97,0.153
12/21/2015,2021.15,0.175
12/18/2015,2005.55,0.213
12/17/2015,2041.89,0.235
12/16/2015,2073.07,0.25
12/15/2015,2043.41,0.198
12/14/2015,2021.94,0.213
12/11/2015,2012.37,0.23
12/10/2015,2052.23,0.245
12/9/2015,2047.62,0.268
12/8/2015,2063.59,0.235
12/7/2015,2077.07,0.205
12/4/2015,2091.69,0.198
12/3/2015,2049.62,0.2
12/2/2015,2079.51,0.203
12/1/2015,2102.63,0.17
11/30/2015,2080.41,0.16
11/27/2015,2090.11,0.175
11/25/2015,2088.87,0.153
11/24/2015,2089.14,0.105
11/23/2015,2086.59,0.093
11/20/2015,2089.17,0.088
11/19/2015,2081.24,0.123
11/18/2015,2083.58,0.135
11/17/2015,2050.44,0.098
11/16/2015,2053.19,0.113
11/13/2015,2023.04,0.123
11/12/2015,2045.97,0.123
11/11/2015,2075.00,0.125
11/10/2015,2081.72,0.075
11/9/2015,2078.58,0.073
11/6/2015,2099.20,0.04
11/5/2015,2099.93,0.055
11/4/2015,2102.31,0.058
11/3/2015,2109.79,0.053
11/2/2015,2104.05,0.068
10/30/2015,2079.36,0.053
10/29/2015,2089.41,0.035
10/28/2015,2090.35,0.01
10/27/2015,2065.89,0.008
10/26/2015,2071.18,0.003
10/23/2015,2075.15,0.005
10/22/2015,2052.51,0.005
10/21/2015,2018.94,0.01
10/20/2015,2030.77,0.005
10/19/2015,2033.66,0.005
10/16/2015,2033.11,0.005
10/15/2015,2023.86,0.01
10/14/2015,1994.24,0.005
10/13/2015,2003.69,0.01
10/12/2015,2017.46,0.003
10/9/2015,2014.89,0.003
10/8/2015,2013.43,0.005
10/7/2015,1995.83,0.005
10/6/2015,1979.92,0.008
10/5/2015,1987.05,0.008
10/2/2015,1951.36,0.018
10/1/2015,1923.82,0.005
9/30/2015,1920.03,0.003
9/29/2015,1884.09,0.013
9/28/2015,1881.77,0.02
9/25/2015,1931.34,0.005
9/24/2015,1932.24,0.003
9/23/2015,1938.76,0.003
9/22/2015,1942.74,0.013
9/21/2015,1966.97,0.01
9/18/2015,1958.03,0.003
9/17/2015,1990.20,0.053
9/16/2015,1995.31,0.058
9/15/2015,1978.09,0.025
9/14/2015,1953.03,0.023
9/11/2015,1961.05,0.015
9/10/2015,1952.29,0.035
9/9/2015,1942.04,0.025
9/8/2015,1969.41,0.025
9/4/2015,1921.22,0.015
9/3/2015,1951.13,0.025
9/2/2015,1948.86,0.038
9/1/2015,1913.85,0.003
8/31/2015,1972.18,0.05
8/28/2015,1988.87,0.05
8/27/2015,1987.66,0.055
8/26/2015,1940.51,0.053
8/25/2015,1867.61,0.015
8/24/2015,1893.21,0.02
8/21/2015,1970.89,0.015
8/20/2015,2035.73,0.04
8/19/2015,2079.61,0.085
8/18/2015,2096.92,0.06
8/17/2015,2102.44,0.08
8/14/2015,2091.54,0.083
8/13/2015,2083.39,0.09
8/12/2015,2086.05,0.098
8/11/2015,2084.07,0.065
8/10/2015,2104.18,0.055
8/7/2015,2077.57,0.028
8/6/2015,2083.56,0.075
8/5/2015,2099.84,0.075
8/4/2015,2093.32,0.063
8/3/2015,2098.04,0.058
7/31/2015,2103.84,0.06
7/30/2015,2108.63,0.045
7/29/2015,2108.57,0.043
7/28/2015,2093.25,0.028
7/27/2015,2067.64,0.03
7/24/2015,2079.65,0.03
7/23/2015,2102.15,0.03
7/22/2015,2114.15,0.03
7/21/2015,2119.21,0.023
7/20/2015,2128.28,0.013
7/17/2015,2126.64,0.01
7/16/2015,2124.29,0.013
7/15/2015,2107.40,0.01
7/14/2015,2108.95,0.008
7/13/2015,2099.60,0.008
7/10/2015,2076.62,0.008
7/9/2015,2051.31,0.01
7/8/2015,2046.68,0.01
7/7/2015,2081.34,0.005
7/6/2015,2068.76,0.003
7/2/2015,2076.78,0.003
7/1/2015,2077.42,0.01
6/30/2015,2063.11,0.005
6/29/2015,2057.64,0.005
6/26/2015,2101.49,0.005
6/25/2015,2102.31,0.005
6/24/2015,2108.58,0.008
6/23/2015,2124.20,0.003
6/22/2015,2122.85,0.003
6/19/2015,2109.99,0.003
6/18/2015,2121.24,0.003
6/17/2015,2100.44,0.008
6/16/2015,2096.29,0.003
6/15/2015,2084.43,0.005
6/12/2015,2094.11,0.008
6/11/2015,2108.86,0.013
6/10/2015,2105.20,0.013
6/9/2015,2080.15,0.01
6/8/2015,2079.28,0.01
6/5/2015,2092.83,0.005
6/4/2015,2095.84,0.01
6/3/2015,2114.07,0.01
6/2/2015,2109.60,0.008
6/1/2015,2111.73,0.003
5/29/2015,2107.39,0.003
5/28/2015,2120.79,0.013
5/27/2015,2123.48,0.01
5/26/2015,2104.20,0.01
5/22/2015,2126.06,0.013
5/21/2015,2130.82,0.013
5/20/2015,2125.85,0.01
5/19/2015,2127.83,0.008
5/18/2015,2129.20,0.01
5/15/2015,2122.73,0.01
5/14/2015,2121.10,0.01
5/13/2015,2098.48,0.013
5/12/2015,2099.12,0.005
5/11/2015,2105.33,0.003
5/8/2015,2116.10,0.005
5/7/2015,2088.00,0.01
5/6/2015,2080.15,0.008
5/5/2015,2089.46,0.003
5/4/2015,2114.49,0.003
5/1/2015,2108.29,0.005
4/30/2015,2085.51,0.003
4/29/2015,2106.85,0.013
4/28/2015,2114.76,0.013
4/27/2015,2108.92,0.015
4/24/2015,2117.69,0.02
4/23/2015,2112.93,0.02
4/22/2015,2107.96,0.02
4/21/2015,2097.29,0.013
4/20/2015,2100.40,0.013
4/17/2015,2081.18,0.01
4/16/2015,2104.99,0.015
4/15/2015,2106.63,0.01
4/14/2015,2095.84,0.005
4/13/2015,2092.43,0.015
4/10/2015,2102.06,0.02
4/9/2015,2091.18,0.018
4/8/2015,2081.90,0.015
4/7/2015,2076.33,0.003
4/6/2015,2080.62,0.01
4/2/2015,2066.96,0.033
4/1/2015,2059.69,0.025
3/31/2015,2067.89,0.023
3/30/2015,2086.24,0.03
3/27/2015,2061.02,0.028
3/26/2015,2056.15,0.018
3/25/2015,2061.05,0.015
3/24/2015,2091.50,0.003
3/23/2015,2104.42,0.003
3/20/2015,2108.10,0.01
3/19/2015,2089.27,0.038
3/18/2015,2099.50,0.048
3/17/2015,2074.28,0.03
3/16/2015,2081.19,0.023
3/13/2015,2053.40,0.018
3/12/2015,2065.95,0.013
3/11/2015,2040.24,0.01
3/10/2015,2044.16,0.005
3/9/2015,2079.43,0.005
3/6/2015,2071.26,0.003
3/5/2015,2101.04,0.01
3/4/2015,2098.53,0.013
3/3/2015,2107.78,0.005
3/2/2015,2117.39,0.008
2/27/2015,2104.50,0.013
2/26/2015,2110.74,0.015
2/25/2015,2113.86,0.018
2/24/2015,2115.48,0.015
2/23/2015,2109.66,0.01
2/20/2015,2110.30,0.013
2/19/2015,2097.45,0.013
2/18/2015,2099.68,0.008
2/17/2015,2100.34,0.005
2/13/2015,2096.99,0.008
2/12/2015,2088.48,0.005
2/11/2015,2068.53,0.005
2/10/2015,2068.59,0.003
2/9/2015,2046.74,0.015
2/6/2015,2055.47,0.008
2/5/2015,2062.52,0.005
2/4/2015,2041.51,0.015
2/3/2015,2050.03,0.005
2/2/2015,2020.85,0.005
1/30/2015,1994.99,0.01
1/29/2015,2021.25,0.015
1/28/2015,2002.16,0.018
1/27/2015,2029.55,0.005
1/26/2015,2057.09,0.013
1/23/2015,2051.82,0.015
1/22/2015,2063.15,0.02
1/21/2015,2032.12,0.008
1/20/2015,2022.55,0.018
1/16/2015,2019.42,0.023
1/15/2015,1992.67,0.025
1/14/2015,2011.27,0.023
1/13/2015,2023.03,0.013
1/12/2015,2028.26,0.015
1/9/2015,2044.81,0.018
1/8/2015,2062.14,0.02
1/7/2015,2025.90,0.02
1/6/2015,2002.61,0.003
1/5/2015,2020.58,0.015
1/2/2015,2058.20,0.037
12/31/2014,2058.90,0.02
12/30/2014,2080.35,0.003
12/29/2014,2090.57,0.01
12/26/2014,2088.77,0.02
12/24/2014,2081.88,0.02
12/23/2014,2082.17,0.015
12/22/2014,2078.54,0.025
12/19/2014,2070.65,0.033
12/18/2014,2061.23,0.02
12/17/2014,2012.89,0.03
12/16/2014,1972.74,0.01
12/15/2014,1989.63,0.015
12/12/2014,2002.33,0.022
12/11/2014,2035.33,0.025
12/10/2014,2026.14,0.028
12/9/2014,2059.82,0.005
12/8/2014,2060.31,0.01
12/5/2014,2075.37,0.013
12/4/2014,2071.92,0.005
12/3/2014,2074.33,0.015
12/2/2014,2066.55,0.007
12/1/2014,2053.44,0.005
11/28/2014,2067.56,0.01
11/26/2014,2072.83,0.018
11/25/2014,2067.03,0.005
11/24/2014,2069.41,0.003
11/21/2014,2063.50,0.015
11/20/2014,2052.75,0.015
11/19/2014,2048.72,0.015
11/18/2014,2051.80,0.01
11/17/2014,2041.32,0.003
11/14/2014,2039.82,0.005
11/13/2014,2039.33,0.013
11/12/2014,2038.25,0.015
11/11/2014,2039.68,0.015
11/10/2014,2038.26,0.018
11/7/2014,2031.92,0.018
11/6/2014,2031.21,0.02
11/5/2014,2023.57,0.022
11/4/2014,2012.10,0.003
11/3/2014,2017.81,0.003
10/31/2014,2018.05,0.003
10/30/2014,1994.65,0.015
10/29/2014,1982.30,0.015
10/28/2014,1985.05,0.005
10/27/2014,1961.63,0.005
10/24/2014,1964.58,0.015
10/23/2014,1950.82,0.015
10/22/2014,1927.11,0.018
10/21/2014,1941.28,0.02
10/20/2014,1904.01,0.022
10/17/2014,1886.76,0.02
10/16/2014,1862.76,0.01
10/15/2014,1862.49,0.005
10/14/2014,1877.70,0.005
10/13/2014,1874.74,0.005
10/10/2014,1906.13,0.005
10/9/2014,1928.21,0.005
10/8/2014,1968.89,0.01
10/7/2014,1935.10,0.01
10/6/2014,1964.82,0.01
10/3/2014,1967.90,0.01
10/2/2014,1946.17,0.013
10/1/2014,1946.16,0.013
9/30/2014,1972.29,0.005
9/29/2014,1977.80,0.005
9/26/2014,1982.85,0.005
9/25/2014,1965.99,0.007
9/24/2014,1998.30,0.007
9/23/2014,1982.77,0.003
9/22/2014,1994.29,0.007
9/19/2014,2010.40,0.01
9/18/2014,2011.36,0.013
9/17/2014,2001.57,0.015
9/16/2014,1998.98,0.01
9/15/2014,1984.13,0.01
9/12/2014,1985.54,0.01
9/11/2014,1997.45,0.015
9/10/2014,1995.69,0.015
9/9/2014,1988.44,0.02
9/8/2014,2001.54,0.02
9/5/2014,2007.71,0.02
9/4/2014,1997.65,0.02
9/3/2014,2000.72,0.02
9/2/2014,2002.28,0.018
8/29/2014,2003.37,0.022
8/28/2014,1996.74,0.025
8/27/2014,2000.12,0.025
8/26/2014,2000.02,0.015
8/25/2014,1997.92,0.015
8/22/2014,1988.40,0.015
8/21/2014,1992.37,0.025
8/20/2014,1986.51,0.025
8/19/2014,1981.60,0.022
8/18/2014,1971.74,0.022
8/15/2014,1955.06,0.028
8/14/2014,1955.18,0.03
8/13/2014,1946.72,0.025
8/12/2014,1933.75,0.025
8/11/2014,1936.92,0.02
8/8/2014,1931.59,0.02
8/7/2014,1909.57,0.02
8/6/2014,1920.24,0.025
8/5/2014,1920.21,0.015
8/4/2014,1938.99,0.018
8/1/2014,1925.15,0.018
7/31/2014,1930.67,0.028
7/30/2014,1970.07,0.028
7/29/2014,1969.95,0.025
7/28/2014,1978.91,0.02
7/25/2014,1978.34,0.02
7/24/2014,1987.98,0.02
7/23/2014,1987.01,0.02
7/22/2014,1983.53,0.013
7/21/2014,1973.63,0.01
7/18/2014,1978.22,0.007
7/17/2014,1958.12,0.018
7/16/2014,1981.57,0.02
7/15/2014,1973.28,0.015
7/14/2014,1977.10,0.015
7/11/2014,1967.57,0.015
7/10/2014,1964.68,0.015
7/9/2014,1972.83,0.025
7/8/2014,1963.71,0.007
7/7/2014,1977.65,0.003
7/3/2014,1985.44,0.007
7/2/2014,1974.62,0.025
7/1/2014,1973.32,0.02
6/30/2014,1960.23,0.018
6/27/2014,1960.96,0.025
6/26/2014,1957.22,0.02
6/25/2014,1959.53,0.022
6/24/2014,1949.98,0.005
6/23/2014,1962.61,0.01
6/20/2014,1962.87,0.01
6/19/2014,1959.48,0.018
6/18/2014,1956.98,0.033
6/17/2014,1941.99,0.025
6/16/2014,1937.78,0.03
6/13/2014,1936.16,0.033
6/12/2014,1930.11,0.033
6/11/2014,1943.89,0.035
6/10/2014,1950.79,0.03
6/9/2014,1951.27,0.028
6/6/2014,1949.44,0.03
6/5/2014,1940.46,0.03
6/4/2014,1927.88,0.03
6/3/2014,1924.24,0.025
6/2/2014,1924.97,0.03
5/30/2014,1923.57,0.03
5/29/2014,1920.03,0.028
5/28/2014,1909.78,0.028
5/27/2014,1911.91,0.028
5/23/2014,1900.53,0.028
5/22/2014,1892.49,0.025
5/21/2014,1888.03,0.025
5/20/2014,1872.83,0.018
5/19/2014,1885.08,0.015
5/16/2014,1877.86,0.018
5/15/2014,1870.85,0.02
5/14/2014,1888.53,0.02
5/13/2014,1897.45,0.02
5/12/2014,1896.65,0.022
5/9/2014,1878.48,0.022
5/8/2014,1875.63,0.02
5/7/2014,1878.21,0.02
5/6/2014,1867.72,0.015
5/5/2014,1884.66,0.015
5/2/2014,1881.14,0.018
5/1/2014,1883.68,0.02
4/30/2014,1883.95,0.015
4/29/2014,1878.33,0.003
4/28/2014,1869.43,0.007
4/25/2014,1863.40,0.007
4/24/2014,1878.61,0.015
4/23/2014,1875.39,0.025
4/22/2014,1879.55,0.025
4/21/2014,1871.89,0.025
4/17/2014,1864.85,0.025
4/16/2014,1862.31,0.03
4/15/2014,1842.98,0.03
4/14/2014,1830.61,0.03
4/11/2014,1815.69,0.028
4/10/2014,1833.08,0.028
4/9/2014,1872.18,0.025
4/8/2014,1851.96,0.02
4/7/2014,1845.04,0.02
4/4/2014,1865.09,0.015
4/3/2014,1888.77,0.018
4/2/2014,1890.90,0.03
4/1/2014,1885.52,0.028
3/31/2014,1872.34,0.033
3/28/2014,1857.62,0.033
3/27/2014,1849.04,0.037
3/26/2014,1852.56,0.045
3/25/2014,1865.62,0.043
3/24/2014,1857.44,0.045
3/21/2014,1866.52,0.052
3/20/2014,1872.01,0.05
3/19/2014,1860.77,0.05
3/18/2014,1872.25,0.043
3/17/2014,1858.83,0.04
3/14/2014,1841.13,0.04
3/13/2014,1846.34,0.04
3/12/2014,1868.20,0.045
3/11/2014,1867.63,0.04
3/10/2014,1877.17,0.045
3/7/2014,1878.04,0.045
3/6/2014,1877.03,0.05
3/5/2014,1873.81,0.048
3/4/2014,1873.91,0.043
3/3/2014,1845.73,0.043
2/28/2014,1859.45,0.035
2/27/2014,1854.29,0.04
2/26/2014,1845.16,0.04
2/25/2014,1845.12,0.033
2/24/2014,1847.61,0.035
2/21/2014,1836.25,0.04
2/20/2014,1839.78,0.045
2/19/2014,1828.75,0.015
2/18/2014,1840.76,0.01
2/14/2014,1838.63,0.025
2/13/2014,1829.83,0.043
2/12/2014,1819.26,0.045
2/11/2014,1819.75,0.055
2/10/2014,1799.84,0.072
2/7/2014,1797.02,0.06
2/6/2014,1773.43,0.055
2/5/2014,1751.64,0.055
2/4/2014,1755.20,0.02
2/3/2014,1741.89,0.01
1/31/2014,1782.59,0.015
1/30/2014,1794.19,0.04
1/29/2014,1774.20,0.045
1/28/2014,1792.50,0.048
1/27/2014,1781.56,0.033
1/24/2014,1790.29,0.03
1/23/2014,1828.46,0.03
1/22/2014,1844.86,0.028
1/21/2014,1843.80,0.03
1/17/2014,1838.70,0.03
1/16/2014,1845.89,0.035
1/15/2014,1848.38,0.033
1/14/2014,1838.88,0.03
1/13/2014,1819.20,0.033
1/10/2014,1842.37,0.033
1/9/2014,1838.13,0.04
1/8/2014,1837.49,0.043
1/7/2014,1837.88,0.045
1/6/2014,1826.77,0.058
1/3/2014,1831.37,0.058
1/2/2014,1831.98,0.063
12/31/2013,1848.36,0.055
12/30/2013,1841.07,0.058
12/27/2013,1841.40,0.06
12/26/2013,1842.02,0.068
12/24/2013,1833.32,0.058
12/23/2013,1827.99,0.055
12/20/2013,1818.32,0.058
12/19/2013,1809.60,0.06
12/18/2013,1810.65,0.063
12/17/2013,1781.00,0.058
12/16/2013,1786.54,0.06
12/13/2013,1775.32,0.063
12/12/2013,1775.50,0.068
12/11/2013,1782.22,0.07
12/10/2013,1802.62,0.052
12/9/2013,1808.37,0.052
12/6/2013,1805.09,0.048
12/5/2013,1785.03,0.052
12/4/2013,1792.81,0.035
12/3/2013,1795.15,0.05
12/2/2013,1800.90,0.055
11/29/2013,1805.81,0.063
11/27/2013,1807.23,0.068
11/26/2013,1802.75,0.06
11/25/2013,1802.48,0.065
11/22/2013,1804.76,0.07
11/21/2013,1795.85,0.077
11/20/2013,1781.37,0.08
11/19/2013,1787.87,0.065
11/18/2013,1791.53,0.07
11/15/2013,1798.18,0.068
11/14/2013,1790.62,0.07
11/13/2013,1782.00,0.058
11/12/2013,1767.69,0.052
11/11/2013,1771.89,0.052
11/8/2013,1770.61,0.048
11/7/2013,1747.15,0.045
11/6/2013,1770.49,0.045
11/5/2013,1762.97,0.033
11/4/2013,1767.93,0.033
11/1/2013,1761.64,0.033
10/31/2013,1756.54,0.035
10/30/2013,1763.31,0.04
10/29/2013,1771.95,0.02
10/28/2013,1762.11,0.03
10/25/2013,1759.77,0.03
10/24/2013,1752.07,0.03
10/23/2013,1746.38,0.033
10/22/2013,1754.67,0.025
10/21/2013,1744.66,0.025
10/18/2013,1744.50,0.037
10/17/2013,1733.15,0.092
10/16/2013,1721.54,0.092
10/15/2013,1698.06,0.058
10/14/2013,1710.14,0.063
10/11/2013,1703.20,0.04
10/10/2013,1692.56,0.037
10/9/2013,1656.40,0.045
10/8/2013,1655.45,0.018
10/7/2013,1676.12,0.018
10/4/2013,1690.50,0.02
10/3/2013,1678.66,0.01
10/2/2013,1693.87,0.013
10/1/2013,1695.00,0.005
9/30/2013,1681.55,0.005
9/27/2013,1691.75,0.003
9/26/2013,1698.67,0.015
9/25/2013,1692.77,0.015
9/24/2013,1697.42,0.005
9/23/2013,1701.84,0.005
9/20/2013,1709.91,0.005
9/19/2013,1722.34,0.005
9/18/2013,1725.52,0.005
9/17/2013,1704.76,0.003
9/16/2013,1697.60,0.01
9/13/2013,1687.99,0.01
9/12/2013,1683.42,0.015
9/11/2013,1689.13,0.015
9/10/2013,1683.99,0.01
9/9/2013,1671.71,0.015
9/6/2013,1655.17,0.015
9/5/2013,1655.08,0.015
9/4/2013,1653.08,0.015
9/3/2013,1639.77,0.02
8/30/2013,1632.97,0.02
8/29/2013,1638.17,0.03
8/28/2013,1634.96,0.033
8/27/2013,1630.48,0.013
8/26/2013,1656.78,0.022
8/23/2013,1663.50,0.02
8/22/2013,1656.96,0.033
8/21/2013,1642.80,0.045
8/20/2013,1652.35,0.04
8/19/2013,1646.06,0.04
8/16/2013,1655.83,0.045
8/15/2013,1661.32,0.05
8/14/2013,1685.39,0.052
8/13/2013,1694.16,0.048
8/12/2013,1689.47,0.048
8/9/2013,1691.42,0.045
8/8/2013,1697.48,0.04
8/7/2013,1690.91,0.04
8/6/2013,1697.37,0.035
8/5/2013,1707.14,0.03
8/2/2013,1709.67,0.035
8/1/2013,1706.87,0.03
7/31/2013,1685.73,0.03
7/30/2013,1685.96,0.02
7/29/2013,1685.33,0.015
7/26/2013,1691.65,0.015
7/25/2013,1690.25,0.02
7/24/2013,1685.94,0.02
7/23/2013,1692.39,0.005
7/22/2013,1695.53,0.02
7/19/2013,1692.09,0.022
7/18/2013,1689.37,0.025
7/17/2013,1680.91,0.035
7/16/2013,1676.26,0.02
7/15/2013,1682.50,0.03
7/12/2013,1680.19,0.03
7/11/2013,1675.02,0.03
7/10/2013,1652.62,0.035
7/9/2013,1652.32,0.035
7/8/2013,1640.46,0.035
7/5/2013,1631.89,0.035
7/3/2013,1615.41,0.035
7/2/2013,1614.08,0.01
7/1/2013,1614.96,0.03
6/28/2013,1606.28,0.045
6/27/2013,1613.20,0.055
6/26/2013,1603.26,0.058
6/25/2013,1588.03,0.04
6/24/2013,1573.09,0.04
6/21/2013,1592.43,0.04
6/20/2013,1588.19,0.04
6/19/2013,1628.93,0.045
6/18/2013,1651.81,0.04
6/17/2013,1639.04,0.04
6/14/2013,1626.73,0.043
6/13/2013,1636.36,0.04
6/12/2013,1612.52,0.045
6/11/2013,1626.13,0.04
6/10/2013,1642.81,0.04
6/7/2013,1643.38,0.045
6/6/2013,1622.56,0.045
6/5/2013,1608.90,0.04
6/4/2013,1631.38,0.03
6/3/2013,1640.42,0.03
5/31/2013,1630.74,0.025
5/30/2013,1654.41,0.04
5/29/2013,1648.36,0.035
5/28/2013,1660.06,0.037
5/24/2013,1649.60,0.04
5/23/2013,1650.51,0.035
5/22/2013,1655.35,0.04
5/21/2013,1669.16,0.035
5/20/2013,1666.29,0.03
5/17/2013,1667.47,0.025
5/16/2013,1650.47,0.037
5/15/2013,1658.78,0.04
5/14/2013,1650.34,0.035
5/13/2013,1633.77,0.035
5/10/2013,1633.70,0.035
5/9/2013,1626.67,0.035
5/8/2013,1632.69,0.035
5/7/2013,1625.96,0.03
5/6/2013,1617.50,0.045
5/3/2013,1614.42,0.05
5/2/2013,1597.59,0.05
5/1/2013,1582.70,0.045
4/30/2013,1597.57,0.045
4/29/2013,1593.61,0.045
4/26/2013,1582.24,0.05
4/25/2013,1585.16,0.048
4/24/2013,1578.79,0.045
4/23/2013,1578.78,0.045
4/22/2013,1562.50,0.045
4/19/2013,1555.25,0.05
4/18/2013,1541.61,0.05
4/17/2013,1552.01,0.052
4/16/2013,1574.57,0.055
4/15/2013,1552.36,0.055
4/12/2013,1588.85,0.063
4/11/2013,1593.37,0.065
4/10/2013,1587.73,0.063
4/9/2013,1568.61,0.055
4/8/2013,1563.07,0.06
4/5/2013,1553.28,0.065
4/4/2013,1559.98,0.055
4/3/2013,1553.69,0.068
4/2/2013,1570.25,0.065
4/1/2013,1562.17,0.065
3/28/2013,1569.19,0.08
3/27/2013,1562.85,0.072
3/26/2013,1563.77,0.058
3/25/2013,1551.69,0.065
3/22/2013,1556.89,0.06
3/21/2013,1545.80,0.063
3/20/2013,1558.71,0.07
3/19/2013,1548.34,0.072
3/18/2013,1552.10,0.083
3/15/2013,1560.70,0.09
3/14/2013,1563.23,0.085
3/13/2013,1554.52,0.092
3/12/2013,1552.48,0.087
3/11/2013,1556.22,0.087
3/8/2013,1551.18,0.09
3/7/2013,1544.26,0.092
3/6/2013,1541.46,0.085
3/5/2013,1539.79,0.085
3/4/2013,1525.20,0.1
3/1/2013,1518.20,0.1
2/28/2013,1514.68,0.1
2/27/2013,1515.99,0.11
2/26/2013,1496.94,0.115
2/25/2013,1487.85,0.12
2/22/2013,1515.60,0.12
2/21/2013,1502.42,0.115
2/20/2013,1511.95,0.1
2/19/2013,1530.94,0.095
2/15/2013,1519.79,0.095
2/14/2013,1521.38,0.085
2/13/2013,1520.33,0.083
2/12/2013,1519.43,0.065
2/11/2013,1517.01,0.065
2/8/2013,1517.93,0.065
2/7/2013,1509.39,0.065
2/6/2013,1512.12,0.07
2/5/2013,1511.29,0.055
2/4/2013,1495.71,0.06
2/1/2013,1513.17,0.065
1/31/2013,1498.11,0.06
1/30/2013,1501.96,0.063
1/29/2013,1507.84,0.06
1/28/2013,1500.18,0.07
1/25/2013,1502.96,0.075
1/24/2013,1494.82,0.07
1/23/2013,1494.81,0.06
1/22/2013,1492.56,0.07
1/18/2013,1485.98,0.07
1/17/2013,1480.94,0.072
1/16/2013,1472.63,0.08
1/15/2013,1472.34,0.06
1/14/2013,1470.68,0.063
1/11/2013,1472.05,0.055
1/10/2013,1472.12,0.055
1/9/2013,1461.02,0.06
1/8/2013,1457.15,0.058
1/7/2013,1461.89,0.065
1/4/2013,1466.47,0.065
1/3/2013,1459.37,0.055
1/2/2013,1462.42,0.035
12/31/2012,1426.19,0.01
12/28/2012,1402.43,0.07
12/27/2012,1418.10,0.055
12/26/2012,1419.83,0.05
12/24/2012,1426.66,0.05
12/21/2012,1430.15,0.05
12/20/2012,1443.69,0.045
12/19/2012,1435.81,0.055
12/18/2012,1446.79,0.022
12/17/2012,1430.36,0.025
12/14/2012,1413.58,0.052
12/13/2012,1419.45,0.06
12/12/2012,1428.48,0.075
12/11/2012,1427.84,0.075
12/10/2012,1418.55,0.08
12/7/2012,1418.07,0.09
12/6/2012,1413.94,0.09
12/5/2012,1409.28,0.09
12/4/2012,1407.05,0.077
12/3/2012,1409.46,0.075
11/30/2012,1416.18,0.08
11/29/2012,1415.95,0.092
11/28/2012,1409.93,0.095
11/27/2012,1398.94,0.09
11/26/2012,1406.29,0.09
11/23/2012,1409.15,0.09
11/21/2012,1391.03,0.085
11/20/2012,1387.81,0.075
11/19/2012,1386.89,0.075
11/16/2012,1359.88,0.075
11/15/2012,1353.33,0.095
11/14/2012,1355.49,0.085
11/13/2012,1374.53,0.087
11/12/2012,1380.03,0.09
11/9/2012,1379.85,0.085
11/8/2012,1377.51,0.09
11/7/2012,1394.53,0.1
11/6/2012,1428.39,0.09
11/5/2012,1417.26,0.09
11/2/2012,1414.20,0.09
11/1/2012,1427.59,0.105
10/31/2012,1412.16,0.105
10/26/2012,1411.94,0.11
10/25/2012,1412.97,0.105
10/24/2012,1408.75,0.1
10/23/2012,1413.11,0.09
10/22/2012,1433.82,0.09
10/19/2012,1433.19,0.095
10/18/2012,1457.34,0.105
10/17/2012,1460.91,0.1
10/16/2012,1454.92,0.095
10/15/2012,1440.13,0.1
10/12/2012,1428.59,0.095
10/11/2012,1432.84,0.095
10/10/2012,1432.56,0.095
10/9/2012,1441.48,0.095
10/8/2012,1455.88,0.1
10/5/2012,1460.93,0.095
10/4/2012,1461.40,0.085
10/3/2012,1450.99,0.09
10/2/2012,1445.75,0.08
10/1/2012,1444.49,0.09
9/28/2012,1440.67,0.085
9/27/2012,1447.15,0.1
9/26/2012,1433.32,0.105
9/25/2012,1441.59,0.095
9/24/2012,1456.89,0.1
9/21/2012,1460.15,0.105
9/20/2012,1460.26,0.105
9/19/2012,1461.05,0.1
9/18/2012,1459.32,0.09
9/17/2012,1461.19,0.095
9/14/2012,1465.77,0.095
9/13/2012,1459.99,0.095
9/12/2012,1436.56,0.1
9/11/2012,1433.56,0.095
9/10/2012,1429.08,0.1
9/7/2012,1437.92,0.1
9/6/2012,1432.12,0.1
9/5/2012,1403.44,0.09
9/4/2012,1404.94,0.085
8/31/2012,1406.58,0.09
8/30/2012,1399.48,0.095
8/29/2012,1410.49,0.1
8/28/2012,1409.30,0.095
8/27/2012,1410.44,0.09
8/24/2012,1411.13,0.095
8/23/2012,1402.08,0.1
8/22/2012,1413.49,0.105
8/21/2012,1413.17,0.085
8/20/2012,1418.13,0.08
8/17/2012,1418.16,0.075
8/16/2012,1415.51,0.08
8/15/2012,1405.53,0.105
8/14/2012,1403.93,0.095
8/13/2012,1404.11,0.095
8/10/2012,1405.87,0.11
8/9/2012,1402.80,0.105
8/8/2012,1402.22,0.1
8/7/2012,1401.35,0.075
8/6/2012,1394.23,0.075
8/3/2012,1390.99,0.085
8/2/2012,1365.00,0.09
8/1/2012,1375.32,0.1
7/31/2012,1379.32,0.09
7/30/2012,1385.30,0.1
7/27/2012,1385.97,0.1
7/26/2012,1360.02,0.095
7/25/2012,1337.89,0.095
7/24/2012,1338.31,0.09
7/23/2012,1350.52,0.085
7/20/2012,1362.66,0.08
7/19/2012,1376.51,0.085
7/18/2012,1372.78,0.095
7/17/2012,1363.67,0.085
7/16/2012,1353.64,0.09
